file,category,parent_session_id,session_title,size_bytes,jsonl_lines,api_calls,total_tokens,cost_usd,first_ts_utc,last_ts_utc
~/.claude/projects/-Users-ericwang/a3ecd7dd-ff7e-4f2a-b058-b2295a3045fb.jsonl,main-session,a3ecd7dd-ff7e-4f2a-b058-b2295a3045fb,Levy certs and jotforms,620249,298,46,4142118,6.46,2026-05-11T21:28:28.409Z,2026-05-12T14:14:52.140Z
~/.claude/projects/-Users-ericwang/afbbdf48-51f7-41d0-bcf4-6b6b1869bfb9.jsonl,main-session,afbbdf48-51f7-41d0-bcf4-6b6b1869bfb9,boson chatbot,3386884,1105,261,78907498,71.56,2026-05-21T16:02:13.331Z,2026-05-24T16:46:31.133Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3.jsonl,main-session,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,758628,391,72,6581539,8.47,2026-05-12T15:36:03.904Z,2026-05-12T16:41:25.964Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a06250b5eab170698.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,182819,5,2,57572,0.18,2026-05-12T16:10:52.498Z,2026-05-12T16:11:04.152Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a0bacaaa80f302214.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,109604,5,2,50950,0.12,2026-05-12T16:08:48.648Z,2026-05-12T16:08:58.972Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a17beda5a54e0a0fc.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,239566,5,2,51564,0.14,2026-05-12T16:10:08.713Z,2026-05-12T16:10:18.932Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a24da3e7ad77c29c0.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,147553,5,2,56084,0.17,2026-05-12T16:10:46.519Z,2026-05-12T16:10:56.295Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a2a447a938a24bf32.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,29938,19,8,210526,0.23,2026-05-12T16:10:00.828Z,2026-05-12T16:10:35.737Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a3afb5c8343ebfa40.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,111937,5,2,53206,0.14,2026-05-12T16:12:13.360Z,2026-05-12T16:12:23.537Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a3bd1a841a78a121d.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,14113,5,2,50012,0.13,2026-05-12T16:11:48.751Z,2026-05-12T16:11:58.400Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a3e8cf65d0fd453a5.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,250369,5,2,53171,0.14,2026-05-12T16:10:26.886Z,2026-05-12T16:10:36.361Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a4b0f53ee65f9bf2d.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,741300,5,2,51256,0.14,2026-05-12T16:10:21.622Z,2026-05-12T16:10:30.558Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a551abba36b0c2359.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,109149,6,2,50269,0.13,2026-05-12T16:10:14.509Z,2026-05-12T16:10:24.284Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a56947969693bc008.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,106840,5,2,52353,0.14,2026-05-12T16:11:09.158Z,2026-05-12T16:11:18.807Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a84d203130a7bfce0.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,240900,5,2,52641,0.14,2026-05-12T16:08:37.817Z,2026-05-12T16:08:46.622Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a8ab7e36479c4881d.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,120511,5,2,52821,0.2,2026-05-12T16:08:17.195Z,2026-05-12T16:08:27.788Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-a991062839fbcb243.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,240708,5,2,52289,0.14,2026-05-12T16:11:31.560Z,2026-05-12T16:11:39.947Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-aa1fb289bc64b5f14.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,120540,5,2,53288,0.17,2026-05-12T16:09:21.775Z,2026-05-12T16:09:32.868Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-aa473743e4939a539.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,396202,6,2,51357,0.14,2026-05-12T16:12:18.429Z,2026-05-12T16:12:27.726Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-aa5824cd3c9a035fc.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,245708,6,2,53283,0.15,2026-05-12T16:11:41.635Z,2026-05-12T16:11:52.908Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-aa6c38242830982d4.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,134628,6,2,50358,0.13,2026-05-12T16:11:53.842Z,2026-05-12T16:12:02.212Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-ab4fcfcc38daa66ce.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,743420,5,2,52735,0.14,2026-05-12T16:08:58.438Z,2026-05-12T16:09:08.147Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-abef41b79cf2774cd.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,25070,13,6,157357,0.21,2026-05-12T16:08:27.577Z,2026-05-12T16:08:50.760Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-ae3bd4261a1e8610e.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,240699,6,2,51058,0.13,2026-05-12T16:10:59.161Z,2026-05-12T16:11:08.673Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-ae3f0d077268fe690.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,342467,6,2,50372,0.12,2026-05-12T16:11:35.234Z,2026-05-12T16:11:45.024Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-af4419100a4328ed3.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,129617,5,2,52111,0.14,2026-05-12T16:12:25.057Z,2026-05-12T16:12:33.220Z
~/.claude/projects/-Users-ericwang/b555f90a-6037-4c84-a497-bfa8a8b78ae3/subagents/agent-afd8204c870e61da9.jsonl,subagent,b555f90a-6037-4c84-a497-bfa8a8b78ae3,cadi mechE Hire,155661,5,2,50992,0.14,2026-05-12T16:11:02.904Z,2026-05-12T16:11:12.829Z
~/.claude/projects/-Users-ericwang/b5ad0b0d-044f-4afd-9c5b-d7e8a5742ba5.jsonl,main-session,b5ad0b0d-044f-4afd-9c5b-d7e8a5742ba5,,146,1,0,0,0.0,,
~/.claude/projects/-Users-ericwang/bddcbda1-c96c-4b6a-b789-bd4817cfc238.jsonl,main-session,bddcbda1-c96c-4b6a-b789-bd4817cfc238,,788769,240,40,4115566,11.14,2026-05-26T20:37:33.753Z,2026-05-28T23:33:18.125Z
~/.claude/projects/-Users-ericwang/c0986f08-420e-412e-8eb9-6d85b0e66ba9.jsonl,main-session,c0986f08-420e-412e-8eb9-6d85b0e66ba9,,4967,16,0,0,0.0,,
~/.claude/projects/-Users-ericwang/c1e4e04b-8515-4ead-852e-1ea3f7ba5962.jsonl,main-session,c1e4e04b-8515-4ead-852e-1ea3f7ba5962,drug test automation,1349102,312,67,7637686,11.2,2026-06-03T21:15:04.764Z,2026-06-04T17:58:46.402Z
~/.claude/projects/-Users-ericwang/c43e04d8-ddcb-476d-bc53-97f1ed602c88.jsonl,main-session,c43e04d8-ddcb-476d-bc53-97f1ed602c88,drug test automation,1918398,690,43,10172210,15.65,2026-06-04T18:13:17.487Z,2026-06-09T21:58:55.910Z
~/.claude/projects/-Users-ericwang/c49e2061-49d5-4868-884a-67a706b208d1.jsonl,main-session,c49e2061-49d5-4868-884a-67a706b208d1,configure-model-effort,28356,24,1,38337,0.72,2026-06-09T20:28:41.069Z,2026-06-09T20:28:41.069Z
~/.claude/projects/-Users-ericwang/c9523e7f-69ad-4152-a9c8-77b8ea728bb4.jsonl,main-session,c9523e7f-69ad-4152-a9c8-77b8ea728bb4,,1995,5,0,0,0.0,,
~/.claude/projects/-Users-ericwang/ceb68b0a-7a68-4f9d-9dc6-71522cb8d37f.jsonl,main-session,ceb68b0a-7a68-4f9d-9dc6-71522cb8d37f,mode audit,1151115,456,69,11171854,14.63,2026-05-28T23:36:47.741Z,2026-05-29T22:32:08.287Z
~/.claude/projects/-Users-ericwang/ceb68b0a-7a68-4f9d-9dc6-71522cb8d37f/subagents/agent-a60acd47163c32d04.jsonl,subagent,ceb68b0a-7a68-4f9d-9dc6-71522cb8d37f,mode audit,80249,39,6,190560,0.49,2026-05-29T00:42:15.675Z,2026-05-29T00:43:21.558Z
~/.claude/projects/-Users-ericwang/d1b8433d-254a-4ce8-bf7a-413a62c427b8.jsonl,main-session,d1b8433d-254a-4ce8-bf7a-413a62c427b8,,146,1,0,0,0.0,,
~/.claude/projects/-Users-ericwang/db709539-9309-485b-9af9-1e88d10b20bc.jsonl,main-session,db709539-9309-485b-9af9-1e88d10b20bc,,232776,77,10,487429,2.49,2026-05-13T17:23:05.294Z,2026-05-14T15:16:05.116Z
~/.claude/projects/-Users-ericwang/f62b8c79-675a-4086-b55d-1ab55f71a4ca.jsonl,main-session,f62b8c79-675a-4086-b55d-1ab55f71a4ca,,146,1,0,0,0.0,,
~/.claude/projects/-Users-ericwang/f64a62b6-1ca2-4446-a15f-af9d6fe47c47.jsonl,main-session,f64a62b6-1ca2-4446-a15f-af9d6fe47c47,financial agent,4968452,1026,172,44781148,76.05,2026-05-19T03:16:46.737Z,2026-06-10T18:17:25.475Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f.jsonl,main-session,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,2429690,456,67,18945334,36.67,2026-06-10T18:57:49.250Z,2026-06-10T23:15:09.140Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/agent-a5bf5c5021130ad51.jsonl,subagent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,445280,70,4,229026,0.68,2026-06-10T18:59:35.222Z,2026-06-10T19:00:06.774Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-a10c8c528d4d57fd5.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,382487,7,2,320628,2.31,2026-06-10T19:20:29.501Z,2026-06-10T19:21:36.096Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-a195ddab47e13d3f3.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,264999,23,4,311613,2.8,2026-06-10T19:06:38.043Z,2026-06-10T19:12:35.273Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-a2fc720701b1e4eb2.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,257976,37,8,529720,1.82,2026-06-10T19:08:49.445Z,2026-06-10T19:14:19.542Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-a6fe064ad355f4fca.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,131148,21,3,146898,0.97,2026-06-10T19:06:38.560Z,2026-06-10T19:09:09.209Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-a9cd36cc531bb1353.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,227796,19,3,214372,1.49,2026-06-10T19:06:38.393Z,2026-06-10T19:11:16.828Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-aa040fe7e418cbf3f.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,115851,17,3,139073,0.89,2026-06-10T19:06:38.280Z,2026-06-10T19:08:45.754Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-aa36e310355fd4586.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,207657,34,6,416853,1.72,2026-06-10T19:06:38.316Z,2026-06-10T19:10:57.266Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-abd53c862d6a56c5c.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,134976,21,3,152723,1.02,2026-06-10T19:06:38.673Z,2026-06-10T19:09:09.960Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-ad6813415139a7e7b.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,183719,19,3,188749,1.29,2026-06-10T19:06:38.713Z,2026-06-10T19:10:06.177Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-ae5d460ef7fe39f29.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,455328,139,23,2263029,4.38,2026-06-10T19:09:14.406Z,2026-06-10T19:18:07.182Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/agent-afd1369e6d40d3ec8.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,199526,19,3,198767,1.34,2026-06-10T19:06:38.223Z,2026-06-10T19:10:02.841Z
~/.claude/projects/-Users-ericwang/fefd2f33-f8a2-4058-af6b-53d50eaa739f/subagents/workflows/wf_999657dd-22b/journal.jsonl,workflow-agent,fefd2f33-f8a2-4058-af6b-53d50eaa739f,internship wrapup,300410,22,0,0,0.0,,
